NOM,EPCI,F18-24
Moulins-lès-Metz,200039865,164
Moussey,200068146,12
Mouterhouse,200069441,4
Moyenvic,245701206,13
Moyeuvre-Grande,245701271,264
Moyeuvre-Petite,245701271,17
Mulcey,245701206,6
Munster,245701206,4
Narbéfontaine,200067650,4
Nébing,245701206,6
Nelling,200070746,6
Neufchef,245701222,67
Neufgrange,200070746,32
Neufmoulins,200068146,2
Neufvillage,245701206,1
Neunkirchen-lès-Bouzonville,200067486,3
Niderhoff,200068146,5
Niderviller,200068146,29
Niederstinzel,200068146,3
Niedervisse,200067650,6
Nilvange,245701222,136
Nitting,200068146,13
Noisseville,200039865,32
Norroy-le-Veneur,200039949,28
Nouilly,200039865,21
Nousseviller-lès-Bitche,200069441,3
Nousseviller-Saint-Nabor,245700372,28
Novéant-sur-Moselle,200070738,51
Oberdorff,200067650,7
Obergailbach,200069441,6
Oberstinzel,200068146,13
Obervisse,200067650,5
Obreck,245701206,1
Œting,245700372,68
Ommeray,245701206,1
Oriocourt,245701206,1
Ormersviller,200069441,8
Orny,200039907,7
Oron,245701206,1
Ottange,245701404,108
Ottonville,200067650,6
Oudrenne,245701354,17
Pagny-lès-Goin,200039907,13
Pange,200067957,13
Peltre,200039865,71
Petit-Réderching,200069441,27
Petit-Tenquin,200067502,4
Petite-Rosselle,245700372,185
Pettoncourt,245701206,10
Pévange,245701206,0
Phalsbourg,245700950,155
Philippsbourg,200069441,9
Piblange,200067650,17
Pierrevillers,245701271,48
Plaine-de-Walsch,200068146,11
Plappeville,200039865,53
Plesnois,200039949,14
Pommérieux,200039907,15
Pontoy,200039907,11
Pontpierre,245700133,23
Porcelette,200067502,41
Postroff,200068146,9
Pouilly,200039865,22
Pournoy-la-Chétive,200039865,18
Pournoy-la-Grasse,200039907,11
Prévocourt,245701206,1
Puttelange-aux-Lacs,200070746,88
Puttelange-lès-Thionville,245700695,28
Puttigny,245701206,1
Puzieux,245701206,3
Racrange,200067502,24
Rahling,200069441,18
Ranguevaux,245701222,18
Raville,200067957,4
Réchicourt-le-Château,200068146,11
Rédange,245701404,30
Réding,200068146,70
Rémelfang,200067486,2
Rémelfing,200070746,36
Rémeling,200067486,6
Rémering,200067650,12
Rémering-lès-Puttelange,200070746,28
Rémilly,200039907,65
Réning,245701206,6
Basse-Rentgen,245700695,8
Retonfey,200067957,26
Rettel,200067486,18
Reyersviller,200069441,11
Rezonville-Vionville,200070738,15
Rhodes,200068146,0
Riche,245701206,3
Richeling,200070746,3
Richemont,200039949,66
Richeval,200068146,7
Rimling,200069441,15
Rochonvillers,245701362,10
Rodalbe,245701206,4
Rodemack,245700695,21
Rohrbach-lès-Bitche,200069441,63
Rolbing,200069441,3
Rombas,245701271,387
Romelfing,200068146,6
Roncourt,200039865,27
Roppeviller,200069441,2
Rorbach-lès-Dieuze,245701206,1
Rosbruck,245700372,18
Rosselange,245701271,73
Rouhling,200070746,39
Roupeldange,200067650,7
Roussy-le-Village,245700695,27
Rozérieulles,200039865,42
Rurange-lès-Thionville,245701354,62
Russange,245701404,28
Rustroff,200067486,14
Sailly-Achâtel,200039907,6
Saint-Avold,200067502,609
Sainte-Barbe,200067957,26
Saint-Epvre,245701206,7
Saint-François-Lacroix,200067486,13
Saint-Georges,200068146,9
Saint-Hubert,200067957,7
Saint-Jean-de-Bassel,200068146,3
Saint-Jean-Kourtzerode,245700950,38
Saint-Jean-Rohrbach,200070746,40
Saint-Julien-lès-Metz,200039865,119
Saint-Jure,200039907,8
Saint-Louis,245700950,20
Saint-Louis-lès-Bitche,200069441,13
Sainte-Marie-aux-Chênes,245701271,152
Saint-Médard,245701206,2
Saint-Privat-la-Montagne,200039865,74
Saint-Quirin,200068146,12
Sainte-Ruffine,200039865,18
Salonnes,245701206,9
Sanry-lès-Vigy,200067957,17
Sanry-sur-Nied,200067957,4
Sarralbe,200070746,142
Sarraltroff,200068146,23
Sarrebourg,200068146,480
Sarreguemines,200070746,716
Sarreinsming,200070746,29
Saulny,200039865,46
Schalbach,200068146,6
Schmittviller,200069441,11
Schneckenbusch,200068146,9
Schœneck,245700372,64
Schorbach,200069441,11
Schwerdorff,200067486,5
Schweyen,200069441,6
Scy-Chazelles,200039865,72
Secourt,200039907,9
Seingbouse,245700398,46
Semécourt,200039949,23
Serémange-Erzange,245701222,139
Servigny-lès-Raville,200067957,27
Servigny-lès-Sainte-Barbe,200067957,12
Sierck-les-Bains,200067486,69
Siersthal,200069441,16
Sillegny,200039907,20
Silly-en-Saulnois,200039907,0
Silly-sur-Nied,200067957,12
Solgne,200039907,32
Sorbey,200067957,4
Sotzeling,245701206,1
Soucht,200069441,27
Spicheren,245700372,68
Stiring-Wendel,245700372,271
Sturzelbronn,200069441,6
Suisse,200067502,1
Talange,200039949,310
Tarquimpol,245701206,1
Tenteling,245700372,24
Terville,245701362,225
Téterchen,200067650,14
Teting-sur-Nied,245700133,49
Théding,245700372,79
Thicourt,245700133,2
Thimonville,200039907,4
Thionville,245701362,1343
Thonville,245700133,0
Tincry,245701206,5
Torcheville,245701206,3
Tragny,200039907,2
Trémery,200039949,29
Tressange,245701362,54
Tritteling-Redlach,245700133,15
Troisfontaines,200068146,30
Tromborn,200067650,4
Turquestein-Blancrupt,200068146,1
Uckange,245701222,250
Vahl-Ebersing,200067502,12
Vahl-lès-Bénestroff,245701206,7
Vahl-lès-Faulquemont,245700133,6
Vallerange,200067502,3
Valmestroff,245701354,12
Valmont,200067502,90
Valmunster,200067650,0
Vannecourt,245701206,2
Vantoux,200039865,23
Vany,200039865,17
Varize-Vaudoncourt,200067650,16
Varsberg,245701164,33
Vasperviller,200068146,5
Vatimont,245700133,5
Vaudreching,200067486,18
Vaux,200039865,22
Vaxy,245701206,0
Veckersviller,200068146,6
Veckring,245701354,18
Velving,200067650,3
Vergaville,245701206,13
Vernéville,200039865,14
Verny,200039907,55
Vescheim,245700950,13
Vibersviller,245701206,21
Vic-sur-Seille,245701206,27
Vieux-Lixheim,200068146,10
Haute-Vigneulles,245700133,14
Vigny,200039907,7
Vigy,200067957,40
Viller,200067502,4
Villers-Stoncourt,200067957,2
Villers-sur-Nied,245701206,2
Villing,200067650,5
Vilsberg,245700950,9
Virming,245701206,8
Vitry-sur-Orne,245701271,101
Vittersbourg,245701206,11
Vittoncourt,245700133,10
Viviers,245701206,7
Voimhaut,245700133,9
Volmerange-lès-Boulay,200067650,16
Volmerange-les-Mines,245700695,69
Volmunster,200069441,18
Volstroff,245701354,51
Voyer,200068146,9
Vry,200067957,18
Vulmont,200039907,1
Waldhouse,200069441,8
Waldweistroff,200067486,17
Waldwisse,200067486,14
Walschbronn,200069441,11
Walscheid,200068146,39
Waltembourg,245700950,5
Wiesviller,200070746,19
Willerwald,200070746,43
Wintersbourg,245700950,5
Wittring,200070746,23
Vœlfling-lès-Bouzonville,200067650,1
Wœlfling-lès-Sarreguemines,200070746,17
Woippy,200039865,517
Woustviller,200070746,86
Wuisse,245701206,2
Xanrey,245701206,1
Xocourt,245701206,3
Xouaxange,200068146,9
Yutz,245701362,566
Zarbeling,245701206,1
Zetting,200070746,16
Zilling,245700950,2
Zimming,245700133,29
Zommange,245701206,1
Zoufftgen,245700695,27
Diesen,200067502,31
Stuckange,245701354,27
Achun,200067882,3
Alligny-Cosne,200067916,19
Alligny-en-Morvan,200067890,9
Alluy,200067882,7
Amazy,200067692,5
Anlezy,200067908,5
Annay,200067916,7
Anthien,200067692,4
Arbourse,200068088,0
Arleuf,200067890,14
Armes,200067429,2
Arquian,200067130,14
Arthel,200068088,1
Arzembouy,200068088,0
Asnan,200067692,1
Asnois,200067692,4
Aunay-en-Bazois,200067882,4
Authiou,200067692,1
Avrée,200067882,4
Avril-sur-Loire,200067700,1
Azy-le-Vif,245804497,1
Bazoches,200067890,5
Bazolles,200067908,4
Béard,200067700,3
Beaulieu,200067692,2
Beaumont-la-Ferrière,200068088,6
Beaumont-Sardolles,200067908,2
Beuvron,200067692,1
Biches,200067882,5
Billy-Chevannes,200067908,9
Billy-sur-Oisy,200067429,8
Bitry,200067130,7
Blismes,200067890,8
Bona,200067908,6
Bouhy,200067130,4
Brassy,200067890,8
Breugnon,200067429,3
Brèves,200067429,3
Brinay,200067882,4
Brinon-sur-Beuvron,200067692,3
Bulcy,200067916,1
Bussy-la-Pesle,200067692,1
La Celle-sur-Loire,200067916,22
La Celle-sur-Nièvre,200068088,4
Cercy-la-Tour,200067882,34
Cervon,200067692,12
Cessy-les-Bois,200067916,0
Chalaux,200067890,1
Challement,200067692,1
Challuy,245804406,108
Champallement,200067692,1
Champlemy,200068088,9
Champlin,200067692,0
Champvert,200067700,15
Champvoux,200068088,5
Chantenay-Saint-Imbert,245804497,21
La Chapelle-Saint-André,200067429,4
La Charité-sur-Loire,200068088,107
Charrin,200067882,5
Chasnay,200068088,2
Château-Chinon (Ville),200067890,135
Château-Chinon (Campagne),200067890,9
Châteauneuf-Val-de-Bargis,200067916,6
Châtillon-en-Bazois,200067882,22
Châtin,200067890,4
Chaulgnes,200068088,26
Chaumard,200067890,4
Chaumot,200067692,8
Chazeuil,200067692,1
Chevannes-Changy,200067692,2
Chevenon,245801063,20
Chevroches,200067429,2
Chiddes,200067882,8
Chitry-les-Mines,200067692,2
Chougny,200067882,4
Ciez,200067916,8
Cizely,200067908,1
Clamecy,200067429,120
La Collancelle,200067692,5
Colméry,200067916,2
Corancy,200067890,9
Corbigny,200067692,45
Corvol-d'Embernard,200067692,1
Corvol-l'Orgueilleux,200067429,11
Cosne-Cours-sur-Loire,200067916,188
Cossaye,200067700,18
Coulanges-lès-Nevers,245804406,67
Couloutre,200067916,3
Courcelles,200067429,4
Crux-la-Ville,200067908,8
Cuncy-lès-Varzy,200067429,3
Dampierre-sous-Bouhy,200067130,7
Decize,200067700,121
Devay,200067700,8
Diennes-Aubigny,200067908,2
Dirol,200067692,2
Dommartin,200067890,3
Dompierre-sur-Nièvre,200068088,2
Donzy,200067916,29
Dornecy,200067429,11
Dornes,200071140,25
Druy-Parigny,200067700,9
Dun-les-Places,200067890,5
Dun-sur-Grandry,200067882,3
Empury,200067890,1
Entrains-sur-Nohain,200067429,13
Epiry,200067692,7
Fâchin,200067890,2
La Fermeté,200067700,11
Fertrève,200067908,1
Fléty,200067882,0
Fleury-sur-Loire,200067700,6
Flez-Cuzy,200067692,5
Fourchambault,245804406,159
Fours,200067882,9
Frasnay-Reugny,200067908,0
Gâcogne,200067692,2
Garchizy,245804406,107
Garchy,200067916,7
Germenay,200067692,1
Germigny-sur-Loire,245804406,7
Gien-sur-Cure,200067890,1
Gimouille,245804406,12
Giry,200068088,2
Glux-en-Glenne,200067890,0
Gouloux,200067890,3
Grenois,200067692,0
Guérigny,200068088,56
Guipy,200067692,1
Héry,200067692,2
Imphy,200067700,96
Isenay,200067882,4
Jailly,200067908,0
Lamenay-sur-Loire,200067700,1
Langeron,245804497,3
Lanty,200067882,2
Larochemillay,200067882,2
Lavault-de-Frétoy,200067890,1
Limanton,200067882,3
Limon,200067908,0
Livry,245804497,25
Lormes,200067890,15
Lucenay-lès-Aix,200067700,32
Lurcy-le-Bourg,200068088,4
Luthenay-Uxeloup,245804497,21
Luzy,200067882,29
Lys,200067692,1
La Machine,200067700,59
Magny-Cours,245801063,23
Magny-Lormes,200067692,1
La Maison-Dieu,200067692,1
La Marche,200068088,18
Marcy,200067429,3
Marigny-l'Église,200067890,3
Mars-sur-Allier,245801063,8
Marigny-sur-Yonne,200067692,4
Marzy,245804406,67
Maux,200067882,4
Menestreau,200067916,1
Menou,200067429,4
Mesves-sur-Loire,200067916,16
Metz-le-Comte,200067692,6
Mhère,200067692,3
Millay,200067882,7
Moissy-Moulinot,200067692,0
Monceaux-le-Comte,200067692,1
Montapas,200067882,2
Montambert,200067882,0
Montaron,200067882,6
Montenoison,200068088,3
Mont-et-Marré,200067882,2
Montigny-aux-Amognes,200067908,12
Montigny-en-Morvan,200067890,5
Montigny-sur-Canne,200067882,4
Montreuillon,200067692,1
Montsauche-les-Settons,200067890,16
Moraches,200067692,2
Moulins-Engilbert,200067882,25
Mouron-sur-Yonne,200067692,3
Moussy,200068088,0
Moux-en-Morvan,200067890,9
Murlin,200068088,1
Myennes,200067916,18
Nannay,200068088,2
Narcy,200068088,13
Neuffontaines,200067692,1
Neuilly,200067692,6
Neuville-lès-Decize,245804497,4
Neuvy-sur-Loire,200067916,27
Nevers,245804406,1388
La Nocle-Maulaix,200067882,3
Nolay,200067908,4
Nuars,200067692,5
Oisy,200067429,6
Onlay,200067890,0
Ouagne,200067429,5
Oudan,200067429,3
Ougny,200067882,0
Oulon,200068088,0
Vaux d'Amognes,200067908,13
Ouroux-en-Morvan,200067890,9
Parigny-la-Rose,200067429,3
Parigny-les-Vaux,245804406,19
Pazy,200067692,3
Perroy,200067916,1
Planchez,200067890,5
Poil,200067882,6
Poiseux,200068088,10
Pougny,200067916,7
Pougues-les-Eaux,245804406,58
Pouilly-sur-Loire,200067916,35
Pouques-Lormes,200067692,7
Pousseaux,200067429,7
Prémery,200068088,37
Préporché,200067882,4
Raveau,200068088,14
Rémilly,200067882,2
Rix,200067429,1
Rouy,200067908,17
Ruages,200067692,3
Saincaize-Meauce,245804406,10
Saint-Agnan,200067890,3
Saint-Amand-en-Puisaye,200067130,30
Saint-Andelain,200067916,9
Saint-André-en-Morvan,200067890,4
Saint-Aubin-des-Chaumes,200067692,1
Saint-Aubin-les-Forges,200068088,10
Saint-Benin-d'Azy,200067908,29
Saint-Benin-des-Bois,200067908,2
Saint-Bonnot,200068088,1
Saint-Brisson,200067890,12
Sainte-Colombe-des-Bois,200067916,2
Saint-Didier,200067692,0
Saint-Éloi,245804406,53
Saint-Firmin,200067908,1
Saint-Franchy,200067908,0
Saint-Germain-Chassenay,200067700,8
Saint-Germain-des-Bois,200067692,4
Saint-Gratien-Savigny,200067882,1
Saint-Hilaire-en-Morvan,200067890,6
Saint-Hilaire-Fontaine,200067882,4
Saint-Honoré-les-Bains,200067882,8
Saint-Jean-aux-Amognes,200067908,12
Saint-Laurent-l'Abbaye,200067916,3
Saint-Léger-de-Fougeret,200067890,33
Saint-Léger-des-Vignes,200067700,32
Saint-Loup-des-Bois,200067916,9
Saint-Malo-en-Donziois,200067916,3
Sainte-Marie,200067908,0
Saint-Martin-d'Heuille,200068088,10
Saint-Martin-du-Puy,200067890,2
Saint-Martin-sur-Nohain,200067916,10
Saint-Maurice,200067908,1
Saint-Ouen-sur-Loire,200067700,7
Saint-Parize-en-Viry,200071140,0
Saint-Parize-le-Châtel,245801063,32
Saint-Père,200067916,18
Saint-Péreuse,200067890,5
Saint-Pierre-du-Mont,200067429,4
Saint-Pierre-le-Moûtier,245804497,37
Saint-Quentin-sur-Nohain,200067916,0
Saint-Révérien,200067692,4
Saint-Saulge,200067908,17
Saint-Seine,200067882,4
Saint-Sulpice,200067908,8
Saint-Vérain,200067130,5
Saizy,200067692,0
Sardy-lès-Épiry,200067692,2
Sauvigny-les-Bois,245801063,29
Savigny-Poil-Fol,200067882,5
Saxi-Bourdon,200067908,5
Sémelay,200067882,4
Sermages,200067882,4
Sermoise-sur-Loire,245804406,34
Sichamps,200068088,2
Sougy-sur-Loire,200067700,10
Suilly-la-Tour,200067916,11
Surgy,200067429,4
Taconnay,200067692,0
Talon,200067692,0
Tamnay-en-Bazois,200067882,2
Tannay,200067692,10
Tazilly,200067882,7
Teigny,200067692,3
Ternant,200067882,1
Thaix,200067882,1
Thianges,200067700,2
Tintury,200067882,0
Toury-Lurcy,200067700,12
Toury-sur-Jour,245804497,5
Tracy-sur-Loire,200067916,22
Tresnay,245804497,2
Trois-Vèvres,200067908,5
Tronsanges,200068088,7
Trucy-l'Orgueilleux,200067429,6
Urzy,200068088,44
Vandenesse,200067882,3
Varennes-lès-Narcy,200068088,19
Varennes-Vauzelles,245804406,187
Varzy,200067429,49
Vauclaix,200067692,3
Verneuil,200067700,4
Vielmanay,200067916,2
Vignol,200067692,1
Villapourçon,200067882,3
Villiers-le-Sec,200067429,1
Ville-Langy,200067908,3
Villiers-sur-Yonne,200067429,8
Vitry-Laché,200067692,3
Abancourt,200068500,6
Abscon,200042190,158
Aibes,200043396,14
Aix-en-Pévèle,200041960,44
Allennes-les-Marais,200093201,162
Amfroipret,200043321,6
Anhiers,200044618,36
Aniche,245901152,416
Villeneuve-d'Ascq,200093201,4399
Anneux,200068500,6
Annœullin,200093201,367
Anor,200043404,122
Anstaing,200093201,50
Anzin,245901160,658
Arleux,200044618,118
Armbouts-Cappel,245900428,54
Armentières,200093201,1246
Arnèke,200040947,52
Artres,245901160,31
Assevent,200043396,64
Attiches,200041960,66
Aubencheul-au-Bac,200068500,13
Auberchicourt,245901152,129
Aubers,200093201,44
Aubigny-au-Bac,200044618,38
Aubry-du-Hainaut,245901160,52
Auby,200044618,290
Auchy-lez-Orchies,200041960,57
Audignies,200043321,9
Aulnoy-lez-Valenciennes,245901160,499
Aulnoye-Aymeries,200043396,416
Avelin,200041960,69
Avesnelles,200043263,94
Avesnes-sur-Helpe,200043263,203
Avesnes-les-Aubert,200030633,112
Avesnes-le-Sec,200042190,42
Awoingt,200068500,27
Bachant,200043396,73
Bachy,200041960,67
Bailleul,200040947,544
Baisieux,200093201,163
Baives,200043404,10
Bambecque,200040954,23
Banteux,200068500,10
Bantigny,200068500,23
Bantouzelle,200068500,10
Bas-Lieu,200043263,11
La Bassée,200093201,272
Bauvin,200093201,171
Bavay,200043321,97
Bavinchove,200040947,24
Bazuel,200030633,15
Beaucamps-Ligny,200093201,36
Beaudignies,200043321,12
Beaufort,200043396,30
Beaumont-en-Cambrésis,200030633,15
Beaurain,245901038,5
Beaurepaire-sur-Sambre,200043263,3
Beaurieux,200043263,3
Beauvois-en-Cambrésis,200030633,67
Bellaing,200042190,32
Bellignies,200043321,28
Bérelles,200043263,5
Bergues,200040954,161
Berlaimont,200043396,94
Bermerain,245901038,15
Bermeries,200043321,9
Bersée,200041960,58
Bersillies,200043396,3
Berthen,200040947,10
Bertry,200030633,63
Béthencourt,200030633,26
Bettignies,200043396,12
Bettrechies,200043321,9
Beugnies,200043263,14
Beuvrages,245901160,298
Beuvry-la-Forêt,200041960,81
Bévillers,200030633,18
Bierne,200040954,49
Bissezeele,200040954,6
Blaringhem,200040947,53
Blécourt,200068500,14
Boeschepe,200040947,67
Boëseghem,200040947,24
Bois-Grenier,200093201,57
Bollezeele,200040954,30
Bondues,200093201,313
Borre,200040947,15
Bouchain,200042190,98
Boulogne-sur-Helpe,200043263,17
Bourbourg,245900428,304
Bourghelles,200041960,63
Boursies,200068500,18
Bousbecque,200093201,171
Bousies,200043321,59
Bousignies,200042190,11
Bousignies-sur-Roc,200043396,11
Boussières-en-Cambrésis,200030633,13
Boussières-sur-Sambre,200043396,21
Boussois,200043396,112
Bouvignies,200041960,42
Bouvines,200093201,22
Bray-Dunes,245900428,126
Briastre,200030633,28
Brillon,200042190,26
Brouckerque,200040954,42
Broxeele,200040954,12
Bruay-sur-l'Escaut,245901160,430
Bruille-lez-Marchiennes,245901152,57
Bruille-Saint-Amand,200042190,41
Brunémont,200044618,23
Bry,200043321,13
Bugnicourt,200044618,17
Busigny,200030633,68
Buysscheure,200040947,16
Caëstre,200040947,59
Cagnoncles,200068500,16
Cambrai,200068500,1580
Camphin-en-Carembault,200041960,49
Camphin-en-Pévèle,200041960,83
Cantaing-sur-Escaut,200068500,13
Cantin,200044618,50
Capelle,245901038,3
Capinghem,200093201,179
Cappelle-en-Pévèle,200041960,90
Cappelle-Brouck,200040954,33
Cappelle-la-Grande,245900428,311
Carnières,200030633,32
Carnin,200093201,25
Cartignies,200043263,37
Cassel,200040947,63
Le Cateau-Cambrésis,200030633,291
Catillon-sur-Sambre,200030633,23
Cattenières,200030633,22
Caudry,200030633,524
Caullery,200030633,15
Cauroir,200068500,15
Cerfontaine,200043396,15
La Chapelle-d'Armentières,200093201,325
Château-l'Abbaye,200042190,25
Chemy,200041960,13
Chéreng,200093201,100
Choisies,200043263,3
Clairfayts,200043263,13
Clary,200030633,25
Cobrieux,200041960,13
Colleret,200043396,44
Comines,200093201,487
Condé-sur-l'Escaut,245901160,444
Coudekerque-Branche,245900428,767
Courchelettes,200044618,95
Cousolre,200043396,65
Coutiches,200041960,94
Craywick,245900428,21
Crespin,245901160,164
Crèvecœur-sur-l'Escaut,200068500,26
Crochte,200040954,20
Croix,200093201,1041
Croix-Caluyau,200043321,5
Cuincy,200044618,232
Curgies,245901160,36
Cuvillers,200068500,4
Cysoing,200041960,174
Damousies,200043263,5
Dechy,200044618,212
Dehéries,200030633,2
Denain,200042190,987
Deûlémont,200093201,76
Dimechaux,200043263,13
Dimont,200043263,7
Doignies,200068500,12
Dompierre-sur-Helpe,200043263,26
Douai,200044618,2210
Douchy-les-Mines,200042190,403
Le Doulieu,200040947,55
Dourlers,200043263,14
Drincham,200040954,7
Dunkerque,245900428,3434
Ebblinghem,200040947,15
Écaillon,245901152,90
Eccles,200043263,5
Éclaibes,200043396,9
Écuélin,200043396,1
Eecke,200040947,40
Élesmes,200043396,21
Élincourt,200030633,23
Émerchicourt,200042190,40
Emmerin,200093201,87
Englefontaine,200043321,50
Englos,200093201,18
Ennetières-en-Weppes,200093201,30
Ennevelin,200041960,80
Eppe-Sauvage,200043404,6
Erchin,200044618,19
Eringhem,200040954,9
Erquinghem-le-Sec,200093201,22
Erquinghem-Lys,200093201,199
Erre,245901152,51
Escarmain,245901038,17
Escaudain,200042190,402
Escaudœuvres,200068500,88
Escautpont,200042190,153
Escobecques,200093201,10
Esnes,200068500,23
Esquelbecq,200040954,60
Esquerchin,200044618,31
Estaires,245900758,219
Estourmel,200030633,7
Estrées,200044618,23
Estreux,245901160,25
Eswars,200068500,7
Eth,200043321,12
Étrœungt,200043263,50
Estrun,200068500,10
Faches-Thumesnil,200093201,649
Famars,245901160,173
Faumont,200044618,72
Le Favril,200043321,15
Féchain,200044618,55
Feignies,200043396,269
Felleries,200043263,50
Fenain,245901152,207
Férin,200044618,64
Féron,200043404,21
Ferrière-la-Grande,200043396,163
Ferrière-la-Petite,200043396,27
La Flamengrie,200043321,14
Flaumont-Waudrechies,200043263,10
Flers-en-Escrebieux,200044618,221
Flesquières,200068500,7
Flêtre,200040947,38
Flines-lès-Mortagne,200042190,54
Flines-lez-Raches,200044618,184
Floursies,200043263,7
