INSEE;NOM;EPCI;DEP;REG;F0-2;F3-5;F6-10;F11-17;F18-24;F25-39;F40-54;F55-64;F65-79;F80+;;H0-2;H3-5;H6-10;H11-17;H18-24;H25-39;H40-54;H55-64;H65-79;H80+
88446;Saulxures-lès-Bulgnéville;200068682;D88;R44;3;6;6;14;8;24;32;13;13;10;;3;3;6;12;9;20;22;19;14;7
88447;Saulxures-sur-Moselotte;200096634;D88;R44;22;33;62;86;47;171;240;195;236;211;;29;32;72;94;70;181;220;183;235;97
88448;Sauville;200068682;D88;R44;1;4;3;5;3;12;18;12;18;11;;3;0;4;9;6;13;20;15;13;8
88449;Savigny;200068757;D88;R44;3;3;4;5;8;14;19;18;12;2;;4;6;8;5;2;18;21;14;15;3
88450;Senaide;200068773;D88;R44;3;4;4;6;3;6;20;18;24;10;;1;0;3;6;4;12;15;14;24;6
88451;Senones;200071066;D88;R44;21;29;52;108;81;139;208;168;249;197;;27;33;58;95;70;172;205;172;235;75
88452;Senonges;200068773;D88;R44;1;2;2;1;5;9;8;13;14;2;;4;2;1;2;9;11;12;13;19;1
88453;Seraumont;200068559;D88;R44;1;0;1;1;1;2;4;1;5;2;;1;1;0;1;1;3;4;0;3;2
88454;Sercœur;200068757;D88;R44;3;3;10;11;7;21;17;18;24;7;;5;2;7;5;6;21;22;13;21;3
88455;Serécourt;200068773;D88;R44;1;0;0;1;3;5;12;12;9;8;;1;2;2;5;0;8;8;14;7;2
88456;Serocourt;200068773;D88;R44;0;2;2;3;2;4;13;7;5;3;;0;1;2;4;1;3;11;10;7;4
88457;Sionne;200068559;D88;R44;1;3;6;5;3;9;17;10;10;5;;4;2;7;9;3;16;13;12;6;1
88458;Socourt;200068757;D88;R44;0;4;6;16;10;19;28;12;19;13;;4;7;9;14;8;25;43;17;21;7
88459;Soncourt;200068559;D88;R44;0;1;1;0;1;3;4;5;2;2;;0;0;1;0;0;4;6;5;8;0
88460;Soulosse-sous-Saint-Élophe;200068559;D88;R44;8;26;17;28;18;66;52;46;58;14;;16;9;25;33;11;64;53;42;56;14
88461;Suriauville;200068682;D88;R44;4;6;9;5;4;21;14;20;16;9;;1;6;4;8;1;19;23;18;16;4
88462;Le Syndicat;200096634;D88;R44;16;32;51;86;44;149;204;160;144;66;;25;23;55;75;61;158;186;162;132;57
88463;Taintrux;200071066;D88;R44;15;28;40;71;28;105;150;130;137;40;;16;13;44;77;42;95;158;134;149;33
88464;Tendon;200096634;D88;R44;5;3;18;29;11;39;49;41;40;8;;9;10;24;29;9;42;59;37;37;11
88465;Thaon-les-Vosges;200068757;D88;R44;107;146;226;364;288;716;880;659;722;418;;121;141;260;356;296;720;807;610;560;186
88466;They-sous-Montfort;200068682;D88;R44;1;0;1;6;1;6;16;12;12;8;;2;2;1;7;3;5;16;14;11;5
88467;Thiéfosse;200096634;D88;R44;5;7;18;25;14;48;44;63;43;14;;8;7;21;22;11;56;59;56;40;11
88468;Le Thillot;200033868;D88;R44;46;44;94;134;78;205;292;242;357;287;;40;47;78;131;84;212;316;252;274;105
88469;Thiraucourt;200068369;D88;R44;2;1;7;7;3;6;14;5;7;5;;1;2;0;10;0;4;14;5;5;2
88470;Le Tholy;200096642;D88;R44;13;18;40;71;22;121;146;110;155;62;;18;21;43;88;35;129;149;109;151;34
88471;Les Thons;200068773;D88;R44;0;0;3;5;0;3;4;9;11;8;;1;1;6;3;1;4;6;13;18;2
88472;Thuillières;200068682;D88;R44;0;1;1;5;0;4;14;15;11;4;;2;2;0;8;2;8;11;15;8;4
88473;Tignécourt;200068773;D88;R44;1;1;0;0;4;2;6;11;14;7;;0;0;0;1;2;6;5;10;22;6
88474;Tilleux;200068559;D88;R44;0;1;2;9;0;5;4;6;5;2;;1;0;4;3;0;4;7;3;8;0
88475;Tollaincourt;200068773;D88;R44;1;4;5;6;2;9;8;6;15;6;;1;0;2;4;0;10;11;10;14;4
88476;Totainville;200068369;D88;R44;3;3;5;6;4;12;14;7;6;1;;4;3;5;9;1;13;13;5;7;0
88477;Trampot;200068559;D88;R44;2;1;2;2;1;5;8;7;14;6;;1;0;2;4;4;6;8;6;17;3
88478;Tranqueville-Graux;200068559;D88;R44;2;2;4;5;3;10;8;8;3;4;;0;3;5;5;3;6;13;10;6;3
88479;Trémonzey;200068757;D88;R44;2;6;6;11;1;18;27;13;31;6;;4;5;9;14;8;19;29;10;29;3
88480;Ubexy;200068757;D88;R44;0;2;7;8;4;17;9;18;8;5;;4;2;11;10;0;16;15;14;15;2
88481;Uriménil;200068757;D88;R44;32;35;34;47;35;131;115;107;102;42;;20;18;29;53;33;126;133;103;116;21
88482;Urville;200068682;D88;R44;0;1;1;2;1;2;6;4;4;1;;1;0;1;1;4;9;7;5;4;2
88483;Uxegney;200068757;D88;R44;31;43;75;104;46;181;250;181;169;64;;19;42;87;121;66;175;234;189;164;40
88484;Uzemain;200068757;D88;R44;16;14;39;58;16;87;93;84;96;23;;13;16;25;41;31;71;121;84;91;20
88485;La Vacheresse-et-la-Rouillie;200068682;D88;R44;1;0;4;4;4;10;7;9;9;4;;1;1;5;5;7;13;13;4;12;5
88486;Vagney;200096634;D88;R44;44;56;107;164;87;288;369;305;380;237;;49;50;107;162;104;280;376;261;339;134
88487;Le Val-d'Ajol;200068377;D88;R44;43;51;98;134;75;232;340;307;430;242;;43;58;107;160;93;269;350;338;377;113
88488;Valfroicourt;200068682;D88;R44;6;4;8;7;5;26;17;14;20;9;;8;4;12;6;3;21;18;16;26;4
88489;Valleroy-aux-Saules;200068369;D88;R44;4;4;6;11;4;19;26;18;23;5;;3;4;13;13;6;19;26;23;20;6
88490;Valleroy-le-Sec;200068682;D88;R44;3;4;5;6;1;19;16;10;17;3;;5;3;7;8;4;19;21;13;16;3
88491;Les Vallois;200068773;D88;R44;1;3;6;11;2;12;11;6;3;4;;1;3;6;4;1;15;16;4;7;2
88492;Le Valtin;200096642;D88;R44;0;0;1;4;1;3;6;9;10;3;;0;0;0;1;2;7;8;7;10;2
88493;Varmonzey;200068369;D88;R44;0;1;0;2;0;2;3;2;2;1;;0;1;1;2;0;1;4;2;2;0
88494;Vaubexy;200068369;D88;R44;1;0;1;5;3;9;11;4;8;4;;4;4;6;12;4;10;12;7;10;4
88495;Vaudéville;200068757;D88;R44;3;1;4;10;5;19;13;23;12;3;;5;5;3;9;2;17;11;22;15;3
88496;Vaudoncourt;200068682;D88;R44;1;5;3;8;2;18;11;14;7;6;;4;4;9;11;1;15;13;10;11;4
88497;Vaxoncourt;200068757;D88;R44;11;14;11;25;10;47;43;23;34;12;;9;16;16;24;14;42;44;27;35;7
88498;Vecoux;200068377;D88;R44;9;15;15;26;24;54;90;98;67;26;;13;11;17;29;21;56;93;93;75;13
88499;Velotte-et-Tatignécourt;200068369;D88;R44;1;3;3;9;3;13;16;15;9;5;;4;4;6;9;4;14;16;15;9;3
88500;Ventron;200096634;D88;R44;7;9;16;23;14;61;76;82;67;34;;18;17;22;32;15;66;87;82;85;19
88501;Le Vermont;200071066;D88;R44;1;2;4;1;3;5;6;10;3;2;;1;0;0;3;3;7;6;9;4;0
88502;Vervezelle;200042000;D88;R44;0;2;6;8;2;6;18;11;10;2;;2;0;3;8;6;6;18;14;9;1
88503;Vexaincourt;200071066;D88;R44;1;1;3;5;5;12;8;15;13;8;;2;3;7;6;3;7;10;16;14;8
88504;Vicherey;245400510;D88;R44;4;4;10;7;5;13;15;12;22;5;;4;1;2;10;5;18;15;13;24;4
88505;Vienville;200071066;D88;R44;2;0;4;5;3;8;20;5;14;3;;4;2;5;2;3;13;16;8;6;2
88506;Vieux-Moulin;200071066;D88;R44;5;3;4;19;10;24;34;25;27;16;;1;2;11;15;11;14;38;26;22;4
88507;Villers;200068369;D88;R44;0;3;4;10;1;14;23;19;22;3;;5;3;3;3;3;12;19;20;25;4
88508;Ville-sur-Illon;200068369;D88;R44;10;6;21;26;9;46;40;30;32;81;;4;11;19;22;14;39;45;25;34;19
88509;Villoncourt;200068757;D88;R44;1;2;2;3;3;11;9;9;7;2;;4;2;7;7;1;7;13;6;11;1
88510;Villotte;200068773;D88;R44;0;1;0;2;5;7;12;17;16;6;;0;4;4;5;0;11;12;13;23;6
88511;Villouxel;200068559;D88;R44;1;1;0;1;1;4;7;8;15;6;;1;2;3;2;2;3;7;6;12;3
88512;Viménil;200042000;D88;R44;4;5;9;9;1;28;23;19;12;2;;6;6;8;20;3;27;27;23;9;2
88513;Vincey;200068757;D88;R44;49;37;78;88;70;205;213;137;196;56;;36;37;61;84;60;182;225;151;153;32
88514;Viocourt;200068559;D88;R44;1;2;3;7;7;11;16;8;18;2;;5;3;4;8;6;15;17;8;16;5
88515;Vioménil;200068773;D88;R44;7;3;5;2;4;15;8;12;12;8;;2;3;2;3;3;20;11;11;17;4
88516;Vittel;200068682;D88;R44;37;45;95;169;98;279;515;402;621;323;;31;40;92;189;90;277;470;379;468;186
88517;Viviers-le-Gras;200068773;D88;R44;1;3;3;11;5;12;19;21;16;8;;2;2;10;4;5;11;17;23;16;5
88518;Viviers-lès-Offroicourt;200068682;D88;R44;0;0;1;3;0;4;0;4;4;1;;0;0;0;3;0;4;3;4;5;0
88519;La Voivre;200071066;D88;R44;6;11;27;25;19;45;68;57;68;21;;12;9;20;36;13;41;68;45;63;16
88520;Les Voivres;200068757;D88;R44;9;2;3;18;8;27;26;27;22;6;;1;4;6;9;11;21;31;28;29;4
88521;Vomécourt;200005957;D88;R44;3;7;7;4;8;28;13;19;31;12;;6;5;11;7;0;28;18;22;14;6
88522;Vomécourt-sur-Madon;200068369;D88;R44;1;0;1;1;1;4;10;8;3;0;;1;2;1;6;3;5;8;8;6;1
88523;Vouxey;200068559;D88;R44;5;2;5;13;4;15;18;9;10;4;;4;2;3;7;4;13;18;11;10;3
88524;Vrécourt;200068682;D88;R44;6;7;15;14;12;30;36;26;17;12;;7;4;10;22;18;30;34;23;19;9
88525;Vroville;200068369;D88;R44;1;2;4;4;1;9;15;7;12;2;;2;2;8;11;4;6;16;8;12;3
88526;Wisembach;200071066;D88;R44;10;10;8;22;13;34;33;35;42;17;;4;9;18;12;10;27;36;33;35;11
88527;Xaffévillers;200005957;D88;R44;2;2;4;8;2;11;13;12;13;7;;0;1;1;9;0;12;17;7;17;2
88528;Xamontarupt;200042000;D88;R44;6;2;4;5;1;17;14;13;7;9;;1;4;8;7;3;16;13;13;9;4
88529;Xaronval;200068369;D88;R44;4;5;4;5;3;13;7;5;8;2;;5;1;2;3;3;12;10;8;6;2
88530;Xertigny;200068757;D88;R44;40;29;59;133;47;201;235;191;243;151;;22;48;80;113;57;199;253;192;226;63
88531;Xonrupt-Longemer;200096642;D88;R44;17;12;38;79;27;103;133;141;150;59;;19;12;43;66;32;101;148;129;154;38
88532;Zincourt;200068757;D88;R44;1;1;1;1;0;4;9;7;8;2;;2;3;3;3;0;4;8;8;11;1
89002;Aigremont;200067080;D89;R27;1;0;4;2;1;6;11;1;6;3;;1;1;0;7;3;6;12;3;4;1
89003;Montholon;248900524;D89;R27;31;46;63;145;40;193;301;178;293;169;;30;38;93;127;75;181;274;188;254;95
89004;Aisy-sur-Armançon;200039642;D89;R27;2;6;4;9;5;14;21;23;21;16;;5;0;5;11;2;17;27;23;20;7
89005;Ancy-le-Franc;200039642;D89;R27;6;6;22;32;14;38;71;61;102;124;;8;7;18;24;17;41;68;55;92;39
89006;Ancy-le-Libre;200039642;D89;R27;2;1;3;3;0;8;15;11;21;5;;1;1;4;3;2;8;14;10;30;7
89007;Andryes;200067130;D89;R27;14;6;6;14;11;34;35;37;43;24;;7;15;12;9;14;37;38;33;39;10
89008;Angely;200039709;D89;R27;1;3;6;9;2;16;16;12;11;4;;2;1;2;7;3;8;14;22;11;3
89009;Annay-la-Côte;200039758;D89;R27;4;4;8;15;13;27;34;31;33;11;;4;5;3;16;8;23;38;26;43;7
89010;Annay-sur-Serein;200039709;D89;R27;2;5;7;6;4;9;20;16;31;16;;1;2;6;5;2;15;19;9;22;9
89011;Annéot;200039758;D89;R27;2;3;2;9;4;7;18;6;9;2;;1;2;5;6;3;5;18;9;9;2
89012;Annoux;200039709;D89;R27;3;0;0;3;1;6;3;9;10;7;;0;1;3;0;2;4;6;10;13;4
89013;Appoigny;200067114;D89;R27;51;48;69;147;61;240;338;235;349;130;;45;51;108;131;87;250;296;193;291;86
89014;Arces-Dilo;248900664;D89;R27;7;11;14;15;5;40;51;39;50;77;;8;8;13;28;6;45;50;54;55;29
89015;Arcy-sur-Cure;200039758;D89;R27;3;5;16;22;5;25;53;29;47;28;;4;6;10;18;13;32;47;44;51;11
89016;Argentenay;200039642;D89;R27;1;2;2;2;2;4;7;8;6;4;;1;0;0;5;0;10;8;7;8;2
89017;Argenteuil-sur-Armançon;200039642;D89;R27;1;1;4;9;7;9;24;12;23;17;;3;4;3;10;4;10;24;18;24;13
89018;Armeau;248900334;D89;R27;14;8;19;35;14;73;72;40;76;23;;16;14;27;29;18;68;84;54;66;18
89019;Arthonnay;200039642;D89;R27;1;2;5;1;1;7;14;14;21;7;;2;1;3;9;2;12;10;13;22;6
89020;Asnières-sous-Bois;200039758;D89;R27;0;1;3;5;3;4;6;14;15;8;;1;2;5;2;1;3;7;6;20;7
89021;Asquins;200039758;D89;R27;1;1;4;12;8;14;30;21;30;17;;2;2;2;7;8;23;30;33;33;10
89022;Athie;200039758;D89;R27;1;0;4;4;2;14;17;12;7;4;;1;3;1;6;6;11;17;11;7;5
89023;Augy;200067114;D89;R27;16;9;25;43;19;74;128;72;74;40;;9;13;23;49;33;77;110;78;70;21
89024;Auxerre;200067114;D89;R27;476;496;892;1279;1360;2935;3305;2481;3065;1802;;526;515;943;1480;1640;2890;3067;1891;2247;862
89025;Avallon;200039758;D89;R27;70;90;140;268;210;467;649;499;616;435;;84;83;137;278;226;451;553;462;491;207
89027;Bagneaux;248900664;D89;R27;2;2;6;6;0;13;20;15;26;8;;2;6;4;6;7;12;20;18;20;9
89028;Baon;200039642;D89;R27;2;1;2;5;3;4;8;6;4;2;;0;3;1;3;2;2;9;2;2;0
89029;Bassou;248900383;D89;R27;21;14;27;37;19;90;94;52;53;22;;17;18;42;38;31;85;94;62;54;11
89030;Bazarnes;200067080;D89;R27;10;12;17;16;7;47;42;24;31;11;;6;7;8;15;9;39;44;26;29;14
89031;Beaumont;200067304;D89;R27;14;15;17;38;15;56;74;38;39;17;;5;7;20;32;20;51;80;43;39;8
89032;Beauvilliers;200039758;D89;R27;2;1;0;3;1;5;8;7;5;4;;1;1;3;1;3;2;6;7;6;2
89033;Beauvoir;200067130;D89;R27;8;10;17;22;9;36;39;25;24;10;;3;7;19;21;10;28;41;24;33;9
89034;Beine;200067080;D89;R27;6;7;21;23;8;40;53;22;29;8;;11;6;12;23;17;39;64;27;39;6
89035;Bellechaume;200067304;D89;R27;5;6;14;26;7;36;52;24;33;10;;13;6;12;21;17;37;49;39;26;8
89036;La Belliole;248900748;D89;R27;2;3;3;14;2;16;22;28;19;8;;5;1;8;8;3;17;28;19;22;8
89037;Béon;248900938;D89;R27;10;8;14;18;6;36;48;51;48;7;;7;11;14;19;16;51;54;41;45;16
89038;Bernouil;200039642;D89;R27;1;2;6;10;0;4;14;9;9;1;;0;2;2;3;2;7;18;12;6;4
89039;Béru;200067080;D89;R27;0;1;3;3;2;7;10;3;4;6;;1;1;4;0;1;13;6;5;4;2
89040;Bessy-sur-Cure;200067080;D89;R27;3;0;7;8;2;14;17;11;23;17;;1;2;3;8;2;14;24;10;12;7
89041;Beugnon;200067304;D89;R27;3;7;7;17;4;18;32;21;31;17;;2;8;7;12;12;18;29;21;29;7
89042;Bierry-les-Belles-Fontaines;200039709;D89;R27;0;1;2;2;8;10;14;14;19;10;;4;1;1;5;4;14;12;17;20;8
89043;Blacy;200039709;D89;R27;0;0;4;4;1;6;10;10;12;5;;2;0;1;7;4;7;10;10;4;5
89044;Blannay;200039758;D89;R27;1;0;0;4;1;4;11;12;12;7;;1;0;0;4;5;9;10;8;10;7
89045;Bleigny-le-Carreau;200067114;D89;R27;7;5;8;8;5;23;27;20;33;10;;3;3;5;12;3;25;32;19;29;8
89046;Bléneau;200067130;D89;R27;5;8;31;34;23;47;94;103;177;94;;14;11;25;24;24;63;86;113;137;54
89048;Bœurs-en-Othe;248900664;D89;R27;2;0;4;11;9;17;34;27;35;9;;4;5;11;13;12;27;39;30;41;13
89049;Bois-d'Arcy;200039758;D89;R27;1;0;0;0;1;1;1;3;3;1;;0;0;0;1;2;1;2;3;3;0
89050;Bonnard;248900383;D89;R27;11;18;24;27;28;91;74;52;80;32;;26;15;27;48;26;65;87;58;62;24
89051;Les Bordes;248900334;D89;R27;8;4;20;25;7;51;54;27;41;12;;11;15;23;30;12;53;59;38;32;16
89053;Branches;200067114;D89;R27;4;10;16;16;11;51;45;25;24;15;;7;6;20;23;7;38;56;31;23;10
89054;Brannay;248900748;D89;R27;19;13;31;30;11;79;68;44;63;22;;16;24;45;45;14;70;80;36;68;10
89055;Brienon-sur-Armançon;200067304;D89;R27;58;33;117;142;113;229;303;224;234;197;;51;38;81;151;127;246;292;206;223;94
89056;Brion;248900938;D89;R27;7;13;19;36;14;44;69;52;56;13;;9;9;21;32;8;50;60;48;48;12
89057;Brosses;200039758;D89;R27;3;7;6;14;0;22;22;29;31;16;;4;3;7;13;7;23;28;23;35;9
89058;Bussières;200039758;D89;R27;1;0;2;8;1;7;15;8;14;4;;1;0;3;4;1;7;15;9;16;2
89059;Bussy-en-Othe;248900938;D89;R27;6;4;14;27;11;44;59;68;85;38;;6;9;19;31;18;40;74;64;62;28
89060;Bussy-le-Repos;248900748;D89;R27;7;8;16;22;8;44;53;21;28;15;;11;9;9;39;8;31;66;29;24;9
89061;Butteaux;200067304;D89;R27;6;4;5;6;5;21;20;23;18;9;;4;9;16;11;10;19;25;17;21;2
89062;Carisey;200067080;D89;R27;3;2;13;13;10;25;35;18;33;48;;5;8;14;18;14;14;37;12;21;19
89063;La Celle-Saint-Cyr;248900938;D89;R27;10;16;18;45;14;72;85;59;57;20;;15;14;38;39;28;63;81;68;61;12
89064;Censy;200039709;D89;R27;0;1;1;0;2;3;4;5;3;1;;1;1;3;5;4;5;8;4;3;2
89065;Cérilly;248900664;D89;R27;2;0;1;1;2;3;2;3;8;2;;0;1;0;1;1;2;5;3;6;2
89066;Cerisiers;248900664;D89;R27;13;21;25;38;30;83;104;70;61;41;;16;22;34;46;23;81;101;71;67;25
89067;Cézy;248900938;D89;R27;18;15;22;41;28;79;110;78;108;46;;14;16;36;48;28;79;122;77;108;30
89068;Chablis;200067080;D89;R27;23;34;64;97;61;189;218;142;175;124;;29;25;64;88;81;198;208;140;154;57
89069;Chailley;200067304;D89;R27;6;8;14;25;13;42;53;43;55;14;;5;7;13;21;16;42;41;39;50;12
89071;Chamoux;200039758;D89;R27;1;0;1;4;3;5;9;6;9;9;;1;1;1;3;1;6;13;7;13;7
89072;Champcevrais;200067130;D89;R27;3;1;7;3;7;14;21;18;38;58;;0;4;2;4;3;16;21;35;32;19
89073;Champignelles;200067130;D89;R27;11;12;31;28;19;53;77;63;116;62;;4;12;17;39;17;51;86;79;101;35
89074;Champigny;248900896;D89;R27;33;27;71;111;45;171;247;150;154;53;;31;33;87;100;75;155;224;145;155;39
89075;Champlay;248900938;D89;R27;7;11;17;40;19;57;76;51;62;19;;15;7;33;26;23;53;67;53;71;16
89076;Champlost;200067304;D89;R27;13;8;24;35;17;61;74;53;61;25;;7;16;30;45;23;72;84;55;66;17
89077;Champs-sur-Yonne;200067114;D89;R27;17;30;46;63;42;120;143;127;158;95;;26;19;31;61;35;115;147;102;153;46
89079;Chamvres;248900938;D89;R27;7;11;22;30;11;42;68;52;61;20;;8;14;26;26;13;44;67;60;58;17
89080;La Chapelle-sur-Oreuse;248900896;D89;R27;10;15;25;38;6;49;69;36;43;39;;3;15;32;38;20;48;78;26;41;16
89081;La Chapelle-Vaupelteigne;200067080;D89;R27;3;4;1;1;2;8;8;4;4;4;;3;0;7;2;3;10;9;4;6;6
89083;Charbuy;200067114;D89;R27;23;29;52;79;46;141;186;167;166;35;;40;37;67;93;39;121;190;153;175;29
89084;Charentenay;200067130;D89;R27;4;6;13;6;8;24;31;14;19;11;;7;8;11;17;5;33;28;15;17;4
89085;Charmoy;248900383;D89;R27;12;18;36;63;25;84;118;81;88;36;;11;18;38;43;29;90;109;73;110;27
89086;Charny Orée de Puisaye;200067130;D89;R27;51;64;95;154;103;299;424;393;540;321;;55;60;106;149;113;281;426;395;528;202
89087;Chassignelles;200039642;D89;R27;3;3;17;19;1;22;27;26;23;19;;2;5;9;16;6;19;23;23;28;9
89088;Chassy;248900524;D89;R27;8;6;15;15;7;46;46;35;35;14;;5;12;18;24;9;48;45;31;42;7
89089;Chastellux-sur-Cure;200039758;D89;R27;3;0;4;5;3;6;14;13;14;7;;0;2;4;1;4;11;10;9;16;5
89091;Châtel-Censoir;200039758;D89;R27;5;6;8;17;13;33;38;41;70;66;;4;11;12;16;11;31;38;45;82;24
89092;Châtel-Gérard;200039709;D89;R27;3;1;2;4;5;8;17;18;34;8;;2;2;6;8;5;17;13;17;28;8
89093;Chaumont;248900896;D89;R27;5;9;17;35;25;40;72;44;53;13;;12;8;16;39;19;46;91;42;51;10
89094;Chaumot;248900748;D89;R27;16;12;31;55;10;60;71;37;48;16;;10;15;36;45;16;62;63;36;45;18
89095;Chemilly-sur-Serein;200067080;D89;R27;1;0;1;10;5;10;16;15;8;7;;2;2;3;4;6;10;16;11;9;4
89096;Chemilly-sur-Yonne;200067304;D89;R27;13;11;34;33;21;81;89;63;76;24;;14;9;36;40;25;76;103;60;87;9
89098;Cheney;200039642;D89;R27;2;4;3;10;9;11;19;23;16;5;;2;2;7;9;15;20;25;25;19;4
89099;Cheny;248900383;D89;R27;37;41;78;94;69;193;220;144;216;76;;34;58;87;89;71;182;210;158;167;63
89100;Chéroy;248900748;D89;R27;25;26;74;63;41;151;142;104;136;106;;37;45;61;87;48;148;150;92;109;59
89101;Chéu;200067304;D89;R27;10;6;24;29;12;51;61;20;34;17;;10;20;22;38;23;45;60;21;38;13
89102;Chevannes;200067114;D89;R27;26;33;68;91;49;164;227;150;234;58;;33;41;79;97;58;146;214;155;204;38
89104;Chichée;200067080;D89;R27;3;4;4;9;11;24;38;27;13;7;;1;2;15;15;9;25;37;31;21;6
89105;Chichery;248900383;D89;R27;7;10;16;28;5;38;54;35;32;11;;8;2;12;29;5;34;51;39;42;6
89108;Chitry;200067114;D89;R27;2;4;10;20;4;27;37;13;32;18;;4;8;8;22;10;31;33;21;29;8
89111;Les Clérimois;248900664;D89;R27;1;5;13;8;3;24;34;18;19;11;;6;5;16;18;11;27;31;24;22;5
89112;Collan;200039642;D89;R27;0;3;3;6;4;10;22;12;16;8;;3;0;5;9;2;10;16;12;13;5
89113;Collemiers;248900334;D89;R27;15;14;31;26;11;57;80;49;44;11;;8;8;37;32;19;53;76;48;40;10
89115;Compigny;248900896;D89;R27;0;3;8;14;7;12;28;12;14;2;;0;1;11;15;5;13;28;13;10;1
89116;Cornant;248900748;D89;R27;7;8;10;15;6;25;39;34;20;16;;9;12;8;8;8;26;42;37;26;6
89117;Coulangeron;200067130;D89;R27;3;6;9;10;3;25;20;15;9;2;;5;10;11;17;3;20;25;9;12;3
89118;Coulanges-la-Vineuse;200067114;D89;R27;9;9;18;30;19;48;85;51;65;84;;11;11;21;41;27;53;85;55;46;25
89119;Coulanges-sur-Yonne;200067429;D89;R27;9;9;10;12;16;31;32;32;64;65;;12;5;8;8;17;27;41;32;55;27
89120;Coulours;248900664;D89;R27;1;2;3;2;2;7;12;10;12;9;;2;2;0;6;7;9;14;15;13;7
89122;Courgenay;248900664;D89;R27;11;11;19;28;13;48;41;41;61;22;;12;12;17;29;10;56;44;32;47;11
89123;Courgis;200067080;D89;R27;2;4;12;8;5;26;20;22;17;6;;9;7;11;10;6;28;27;19;21;1
89124;Courlon-sur-Yonne;248900896;D89;R27;12;17;36;33;33;89;120;95;108;37;;17;21;41;58;45;82;130;82;105;28
89125;Courson-les-Carrières;200067130;D89;R27;11;19;34;50;16;68;95;59;79;52;;11;15;32;54;29;71;84;61;63;19
89126;Courtoin;248900748;D89;R27;0;0;0;0;1;0;4;3;2;5;;0;3;2;0;0;1;2;5;4;2
89127;Courtois-sur-Yonne;248900334;D89;R27;13;6;24;32;17;58;91;61;72;19;;5;9;19;37;24;72;94;43;77;9
89128;Coutarnoux;200039709;D89;R27;5;8;3;5;4;16;8;6;8;4;;2;3;4;5;7;17;12;10;10;1
89129;Crain;200067429;D89;R27;9;8;11;17;5;36;26;27;41;24;;9;12;5;15;8;32;34;32;44;15
89130;Deux Rivières;200067080;D89;R27;13;24;35;45;35;113;123;81;104;61;;20;27;38;55;43;114;122;87;92;33
89131;Cruzy-le-Châtel;200039642;D89;R27;2;1;7;7;6;9;28;20;25;16;;2;0;3;10;6;5;26;21;29;5
89132;Cry;200039642;D89;R27;0;3;3;9;2;12;14;10;16;12;;2;6;7;5;2;12;13;16;13;8
89133;Cudot;248900938;D89;R27;3;7;11;18;3;32;31;23;27;16;;6;7;15;17;6;34;35;37;25;12
89134;Cussy-les-Forges;200039758;D89;R27;3;11;8;12;8;29;30;24;26;11;;4;9;11;13;11;34;25;29;23;6
89136;Cuy;248900896;D89;R27;13;15;29;41;18;77;93;53;71;16;;15;19;46;39;34;70;91;45;67;8
89137;Dannemoine;200039642;D89;R27;7;8;12;28;11;37;50;42;37;17;;3;10;10;22;10;32;45;36;41;7
89139;Diges;200067130;D89;R27;19;16;30;51;32;80;115;90;88;26;;9;19;29;38;34;77;116;91;99;24
89141;Dissangis;200039709;D89;R27;3;0;4;2;4;12;11;9;5;4;;1;4;3;8;0;14;13;11;7;5
89142;Dixmont;248900334;D89;R27;15;8;30;32;20;80;93;57;75;20;;16;15;32;58;30;70;99;73;68;20
89143;Dollot;248900748;D89;R27;4;8;9;12;3;23;37;23;21;10;;7;5;8;8;9;31;38;35;19;6
89144;Domats;248900748;D89;R27;9;18;25;32;15;72;76;59;56;33;;16;12;28;47;23;66;76;58;62;23
89145;Domecy-sur-Cure;200039758;D89;R27;6;2;13;15;6;30;32;27;51;13;;4;6;13;16;9;30;41;30;33;12
89146;Domecy-sur-le-Vault;200039758;D89;R27;1;1;5;6;2;8;5;8;6;2;;1;0;3;0;5;5;10;6;9;2
89147;Dracy;200067130;D89;R27;3;1;6;5;3;15;19;31;27;12;;2;3;3;5;9;16;19;23;36;4
89148;Druyes-les-Belles-Fontaines;200067130;D89;R27;6;4;10;10;4;19;16;15;39;13;;1;2;9;9;4;22;21;20;33;9
89149;Dyé;200039642;D89;R27;2;3;10;15;1;16;19;14;14;12;;3;2;5;7;7;12;27;17;13;4
89150;Égleny;200067130;D89;R27;4;2;11;22;11;43;40;29;27;38;;9;7;20;14;8;37;53;25;29;20
89151;Égriselles-le-Bocage;248900748;D89;R27;20;22;39;64;26;117;132;88;123;44;;25;21;42;61;38;129;140;109;106;26
89152;Épineau-les-Voves;248900383;D89;R27;11;12;17;44;32;69;77;46;45;15;;9;17;37;30;19;68;83;48;51;9
89153;Épineuil;200039642;D89;R27;5;8;17;24;10;30;52;49;64;24;;4;7;10;18;10;25;40;47;71;18
89154;Escamps;200067114;D89;R27;12;20;49;47;10;95;94;63;54;23;;17;17;34;48;24;89;88;56;34;14
89155;Escolives-Sainte-Camille;200067114;D89;R27;15;18;27;39;13;69;67;60;57;17;;8;14;20;37;11;58;64;48;55;10
89156;Esnon;200067304;D89;R27;7;7;17;25;10;33;47;20;22;12;;4;7;10;27;11;33;45;23;27;6
89158;Étais-la-Sauvin;200067130;D89;R27;7;6;16;23;11;40;46;53;62;69;;9;15;17;14;10;34;45;51;65;31
